lon;lat
-37,414722;-9,639806
-35,463361;-8,389717
-53,595278;-26,954722
-59,88;-3,02
-53,595278;-26,954722
-53,595278;-26,954722
-52,783611;-26,953611
-52,783611;-26,953611
-50,004167;-26,978056
-38,3975;-10,256111
-50,004167;-26,978056
-59,88;-3,02
-50,004167;-26,978056
-56,788611;-9,323333
-39,300611;-7,300611
-56,788611;-9,323333
-59,88;-3,02
-44,628889;-14,935833
-44,644167;-15,003056
-54,184167;-23,487778
-59,88;-3,02
-44,048333;-19,829444
-52,839722;-22,642375
-51,866019;-23,339967
-47,6;-7,055278
-51,866111;-23,34
-52,839722;-22,6425
-47,6;-7,055278
-52,429111;-24,249083
-52,833333;-22,642375
-41,328806;-20,976194
-36,928331;-10,560028
-52,254444;-24,145555
-52,833333;-22,6425
-52,429167;-24,249167
-47,745833;-7,216389
-37,315;-10,758056
-51,167639;-23,896389
-46,285833;-23,768889
-37,315;-10,758056
-47,745833;-7,216389
-42,525;-14,451389
-42,525;-14,451389
-42,525;-14,451389
-41,448056;-21,797222
-55,214444;-9,665833
-55,1252;-9,3957
-41,065306;-20,378
-50,433889;-20,003611
-55,125278;-9,395833
-51,701667;-22,688333
-36,986419;-10,863117
-35,922222;-8,238333
-41,270556;-11,645833
-40,598139;-20,089444
-40,595833;-20,085833
-40,433333;-18,75
-40,45;-18,75
-44,726944;-22,640833
-40,433333;-18,75
-44,726944;-22,640833
-47,918056;-15,734722
-47,918055;-15,734722
-40,4333;-18,75
-40,433333;-18,75
-44,726944;-22,640833
-40,433333;-18,75
-47,918056;-15,734722
-60,021667;-3,119167
-40,433333;-18,75
-49,973889;-21,001389
-41,746111;-20,393056
-64,6025;-9,277778
-39,894169;-16,585556
-40,443889;-18,776944
-64,639722;-9,228333
-40,443889;-18,776944
-40,443889;-18,776944
-64,639722;-9,228333
-48,183611;-10,354444
-42,546389;-14,338611
-47,937222;-7,864444
-47,937222;-7,864444
-50,7;-24,033333
-44,047222;-19,857222
-47,720969;-23,383744
-47,760555;-7,276667
-47,760556;-7,276667
-41,305556;-20,70275
-38,439444;-9,981667
-49,504722;-20,321111
-52,3375;-31,765278
-38,439444;-9,981667
-41,920833;-21,41
-45,994722;-20,619167
-40,718556;-19,401917
-46,935778;-23,230278
-42,473611;-15,910833
-42,473611;-15,910833
-49,9743136;-21,0018621
-43,501667;-20,023056
-43,915972;-19,891611
-44,791389;-23,296111
-51,928333;-23,429444
-50,348611;-20,926111
-44,32;-13,586111
-41,209722;-21,340278
